TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK,ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
The Contribution of Design in the Waiting Experience of Applicants to Parents in the Process of Adoption in Recife,2019,Português,Springer International Publishing,"['Haidée Cristina Câmara Lima', 'Walquíria Castelo Branco Lins', 'José Carlos Porto Arcoverde', 'Walter Franklin Marques Correia']","['1', '2', '3', '4']",['2'],8922901056006734,Walquíria Castelo Branco Lins,Lins,"LINS, Walquíria C.B.;CASTELO BRANCO, W.;BRANCO, W.C.;LINS, WALQUIRIA;LINS, WALQUIRIA CASTELO BRANCO;LINS, WALQUÍRIA CASTELO BRANCO",Maragogi,AL,"Consultora do CESAR, pós-doutora pela Universidade de Helsinque-Finlândia com o Prof. Dr. Yrjö Engeström, no qual investigou a qprendizagem expansiva, em projetos de inovação tecnológica e educacional em área rural. Vem atuando em projetos de inovação na área de Tecnologia. Atua junto aos Mestrado Profissional em Design e Mestrado Profissional em Engenharia de Software do CESAR e também junto ao Programa de Pós-graduação em Educação Matemática e Tecnológica da UFPE. Pós-doutora em Tecnologia e Educação Científica. Doutora em Educação pela UFPE com pesquisas em Tecnologia na Educação, vem desde 2003 desenvolvendo experiências na formação de professores de Matemática para o uso da Informática. Licenciada e Bacharel em Filosofia pela Universidade Federal de Pernambuco e Bacharel em Sistema de Informação com Ênfase em Engenharia de Sofware. Especialista em Informática na Educação também pela UFPE, a partir do qual atuou nos laboratórios na informática na Educação tanto com alunos quanto na formação de professores.  Desenvolveu seu estágio pós-doutoral no projeto &amp;quot;Elaboração e utilização de um portal FlexQuest e de séries temáticas de Podcasting de Ciências&amp;quot;, junto a Universidade Federal Rural de Pernambuco, com o Prof. Dr. Marcelo Brito Carneiro Leão. Em 2004 concluiu seu Mestrado em Educação, pela UFPE, com pesquisa na área de Tecnologia na Educação, no qual investiu esforços na análise da atividade docente em laboratórios de Infomática a partir dos fundamentos da Teoria da Atividade. Em 2010 concluiu seu doutorado em Educação pela UFPE, investigando a docência online em ambientes de imersão 3D da Web 2.0. Com experiência no Ensino Superior, vem atuando com o uso e desenvolvimento de softwares no ensino de Matemática.",04-11-2022,Centro de Estudos e Sistemas Avançados do Recife,
Redes Sociais,2011,Português,Editora Campus,"['Silvio Romero de Lemos Meira', 'Ricardo Araújo Costa', 'Paulyne Matthews Jucá', 'Edeilson Milhomem da Silva']","['1', '2', '3', '4']",['2'],6775275551657099,Ricardo Araújo Costa,Costa,"COSTA, R. A.;COSTA, RICARDO A.",Recife,PE,,24-06-2021,,
Introducing a Language for Human Stance Description,2016,Português,Springer International Publishing,"['Mabiala, António C.', 'Lima, Clodoaldo A. M.', 'Antonio Willian Sousa', 'Roman, Norton T.', 'Bernardes, João L.', 'Antunes, Marcelo M.', 'Ortega, Enrique M.', 'Digiampietri, Luciano A.', 'del Val Cura, Luis M.', 'da Silva, Valdinei F.']","['1', '10', '2', '3', '4', '5', '6', '7', '8', '9']",['2'],1310087115891977,Antonio Willian Sousa,Sousa,"SOUSA, A. W.;Sousa, Antonio;Sousa, Antonio W.",ITAPIPOCA,CE,"Possui mestrado em Processamento de Linguagem Natural pela Universidade Federal do Paraná e graduação em Análise e Desenvolvimento de Sistemas pelo Centro Estadual de Educação Tecnológica Paula Souza. Atua no desenvolvimento de sistemas de reconhecimento, detecção e segmentação de imagens. Tem experiência na área de Ciência da Computação, com ênfase em Aprendizagem de Máquina, atuando principalmente nos seguintes temas: aprendizagem de máquina, redes neurais, reconhecimento de imagens, processamento de linguagem natural, processamento de linguagem natual e rastreamento do olhar.",11-02-2022,,
Sequence Labeling Algorithms for Punctuation Restoration in Brazilian Portuguese Texts,2022,Português,,"['Tiago Barbosa de Lima', 'Rafael Ferreira Leite de Mello', 'Péricles B. C. de Miranda', 'Moesio Wenceslau', 'Ig Ibert Bittencourt', 'THIAGO DAMASCENO CORDEIRO', 'Jário José']","['1', '2', '3', '4', '5', '6', '7']",['2'],6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
How to Apply Problem-Based Learning in a Managed Way? A Case in Computing Education,2019,Português,Springer International Publishing,"['dos Santos, Simone C.', 'Gustavo Henrique da Silva Alexandre', 'Rodrigues, Ariane Nunes', 'SOUZA, PRISCILA B.']","['1', '2', '3', '4']",['2'],2968564981079442,Gustavo Henrique da Silva Alexandre,Alexandre,"ALEXANDRE, G. H. S.;ALEXANDRE, GUSTAVO H. S.;ALEXANDRE, GUSTAVO;ALEXANDRE, GUSTAVO H.S.",Rio de Janeiro,RJ,"Doutor em Ciência da Computação pelo Centro de Informática da UFPE - Pesquisando diversos modelos de PBL e suas variações (Problem-Based Learning, Chalenge Based learning, Project Based Learning), suas características, processos e estruturas. Além disso, criou uma ferramenta para apoio ao planejamento da adoção da abordagem PBL para cursos na área de computação (PBL Planner Toolkit). Participou da concepção e formulação da metodologia PBL dos cursos de graduação da CESAR School e foi corresponsável pela capacitação e planejamento do corpo docente. Atua há 4 anos como professor-tutor de PBL em disciplinas para turmas de graduação da área de computação. Participou da concepção e coordenação pedagógica dos programas de Residência de Desenvolvimento em Sistemas Embarcados para a área automotiva e Desenvolvimento em Powertrain, e apoiou no processo PBL nas residências de: Desenvolvimento de Software Linux para Sistemas Embarcados / Desenvolvimento de Software para Gerência de Redes, Residência de Testes Qualcomm os quais fizeram uso da abordagem PBL ao longo dos últimos 7 anos. Atuou em diversos projetos educacionais dando suporte aos alunos e educadores na área de tecnologia para uso em sala de aula. É professor de Metodologia de Pesquisa Científica no Mestrado Profissional de Engenharia de Software do CESAR desde 2013.",04-03-2022,Centro de Estudos e Sistemas Avançados do Recife,
Valor da Notícia no Jornalismo Pós-Industrial,2018,Português,Ed. UFPE,"['Dario Brito Rocha Júnior', 'Denny Anderson Farias Costa']","['1', '2']",['2'],3539280723617206,Denny Anderson Farias Costa,Costa,"COSTA, D. A. F.;A. F. COSTA, D.;A. F. COSTA, DENNY",Recife,PE,"Mestre em Indústrias Criativas pela Universidade Católica de Pernambuco e graduado em Jornalismo na Universidade Federal de Pernambuco. Tem como áreas de interesse: future studies, design crítico especulativo, mídia ubíqua e pervasiva, experiências ampliadas de comunicação e mobilidade informacional na pós-humanidade. Como projeto de conclusão de curso, escreveu um livro-reportagem com histórias de pessoas que tiveram a vida modificada pela visão. No mestrado, dissertou sobre sistemas de recomendação exercendo curadoria de informação ao microposicionar conteúdos geoetiquetados. Sua experiência profissional vai desde produtor, repórter e âncora em passagens por grandes redações de jornalismo como Rádio CBN, Rádio Globo e TV Globo, com produções para o Jornal Nacional, Fantástico e Globo News. Atua também como sócio e COO de uma agência de marketing digital e mídia de performance. Atualmente é professor no Centro de Estudos e Sistemas Avançados do Recife (CESAR). Enquanto jornalista, conquistou prêmios regionais e nacionais como o Prêmio Cristina Tavares, Prêmio Fecomércio, Prêmio Sebrae e Prêmio Petrobrás de Jornalismo, além de ser finalista do Prêmio CNI de Jornalismo em Brasília.",13-09-2022,,https://orcid.org/0000-0003-2352-6411
PROVA COLA,2020,Português,Instituto Oi Futuro,"['Erika Pessoa Araújo', 'Luiz Francisco Alves de Araujo', 'Danielle Nathália Gomes da Silva']","['1', '2', '3']",['2'],4137898857225049,Luiz Francisco Alves de Araujo,Araujo,"ARAUJO, Luiz Francisco A.;ARAÚJO, L.;de Araújo, Luiz F.;Luiz F. de Araújo;Araújo, Luiz",São Paulo,SP,"É doutorando em Design pela Universidade Federal de Pernambuco na área de artefatos digitais, possui mestrado (2015) e graduação em Design 1994) pela mesma instituição. É coordenador do curso de Bacharelado em Design da CESAR School e também atua como coordenador do curso de especialização em Design de Interação para Artefatos Digitais na mesma instituição. Atuou como coordenador do Curso Técnico de Nível Médio de Multimídia/Artes para Jogos Digitais na Escola Técnica Estadual Cícero Dias - Programa NAVE,  e também coordenou a especialização em Design de Interação na Faculdade Guararapes. &amp;#10;Dentro do Programa NAVE coordenou orientou mais de 60 projetos de jogos e artefatos digitais que somam mais de 800.000 downloads nas lojas do Google Play e Microsoft Store, muitos destes projetos foram premiados em eventos como: Festival de Jogos Independentes do SBGames; competições de hackathon da Microsoft; Technovation Challenge; Concurso INOVApps do Ministério das Comunicações; dentre outros. Coordenou também projetos de animações selecionados e premiados em diversos festivais nacionais e internacionais como o Anima Mundi,  Festival Pequeno Cineasta, Mostra Geração - Festival do Rio, I.N.S.A.N.E. Festival, Grenada Aftergow e Fayette Film Fest.&amp;#10;Trabalhou mais de 18 anos na área de comunicação e design para várias empresas e instituições destacando projetos como: o livro/ações ?Comedoria Popular?, patrocinado pelo Fundo Pernambucano de Incentivo à Cultura - FUNCULTURA; &amp;quot;Direito do Consumidor nas Ruas&amp;quot; da ADECCON, financiado pelo Ministério da Justiça; projeto DVD-ROM da &amp;quot;Sala especial Paulo Bruscky&amp;quot; para Bienal de Artes de São Paulo 2004, projeto patrocinado pelo Centro Cultural Brasil Alemanha - CCBA e Consulado Alemão.",10-09-2021,Centro de Estudos e Sistemas Avançados do Recife,https://orcid.org/0000-0002-4610-6586
A Consolidação do Porto Digital enquanto pólo de desenvolvimento econômico nacional,2017,Português,Paco Editorial,"['Gabriela Rocha Barros Coelho', 'Georgina Venancio de Queiroz', 'Janaina de Holanda Costa Calazans']","['1', '2', '3']",['2'],5943304308541304,Georgina Venancio de Queiroz,Queiroz,"Venancio, Georgina;Queiroz, Georgina V;Queiroz, GV;Venancio, Georgina Queiroz;Queiroz, Georgina",Recife,PE,"Mestra em Gestão Empresarial pela UniFBV&amp;#10;Especialista em Marketing pela FGV e em Planejamento e Gestão Organizacional pela FCAP&amp;#10;Graduação em Administração de Empresas pela Universidade Católica de Pernambuco.&amp;#10;&amp;#10;Titular de disciplinas na CESAR School (www.cesar.school)&amp;#10;Integrante do grupo de professores convidados de pós graduação do Centro de Desenvolvimento Pessoal e Empresarial - CEDEPE (www.cedepe.com.br)&amp;#10;Atua como professora convidada e coordenadora do MBA em Marketing Digital na UniSãoMiguel (www.unisaomiguel.edu.br)&amp;#10;&amp;#10;Tem experiências na área de Gestão, com ênfase em Marketing e Comunicação, atuando principalmente nos seguintes temas: marketing, marketing de relacionamento, clientes, consumo, projetos, comunicação, fidelização e planejamento estratégico.",19-09-2022,,
Análise de Discussões em Fóruns Educacionais Usando Mineração de Texto e Análise de Grafos,2020,Português,Sociedade Brasileira de Computação,"['Vitor Rolim', 'Rafael Ferreira Leite de Mello', 'Rafael Dueire Lins']","['1', '2', '3']",['2'],6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
LUDOCENTRISMO: COMO E PORQUÊ UTILIZAR NA EDUCAÇÃO,2021,Português,EDUFT,"['Daniel de Sant?anna Martins', 'Walquíria Castelo Branco Lins']","['1', '2']",['2'],8922901056006734,Walquíria Castelo Branco Lins,Lins,"LINS, Walquíria C.B.;CASTELO BRANCO, W.;BRANCO, W.C.;LINS, WALQUIRIA;LINS, WALQUIRIA CASTELO BRANCO;LINS, WALQUÍRIA CASTELO BRANCO",Maragogi,AL,"Consultora do CESAR, pós-doutora pela Universidade de Helsinque-Finlândia com o Prof. Dr. Yrjö Engeström, no qual investigou a qprendizagem expansiva, em projetos de inovação tecnológica e educacional em área rural. Vem atuando em projetos de inovação na área de Tecnologia. Atua junto aos Mestrado Profissional em Design e Mestrado Profissional em Engenharia de Software do CESAR e também junto ao Programa de Pós-graduação em Educação Matemática e Tecnológica da UFPE. Pós-doutora em Tecnologia e Educação Científica. Doutora em Educação pela UFPE com pesquisas em Tecnologia na Educação, vem desde 2003 desenvolvendo experiências na formação de professores de Matemática para o uso da Informática. Licenciada e Bacharel em Filosofia pela Universidade Federal de Pernambuco e Bacharel em Sistema de Informação com Ênfase em Engenharia de Sofware. Especialista em Informática na Educação também pela UFPE, a partir do qual atuou nos laboratórios na informática na Educação tanto com alunos quanto na formação de professores.  Desenvolveu seu estágio pós-doutoral no projeto &amp;quot;Elaboração e utilização de um portal FlexQuest e de séries temáticas de Podcasting de Ciências&amp;quot;, junto a Universidade Federal Rural de Pernambuco, com o Prof. Dr. Marcelo Brito Carneiro Leão. Em 2004 concluiu seu Mestrado em Educação, pela UFPE, com pesquisa na área de Tecnologia na Educação, no qual investiu esforços na análise da atividade docente em laboratórios de Infomática a partir dos fundamentos da Teoria da Atividade. Em 2010 concluiu seu doutorado em Educação pela UFPE, investigando a docência online em ambientes de imersão 3D da Web 2.0. Com experiência no Ensino Superior, vem atuando com o uso e desenvolvimento de softwares no ensino de Matemática.",04-11-2022,Centro de Estudos e Sistemas Avançados do Recife,
Virtual Assistants: An Accessibility Assessment in Virtual Assistants for People with Motor Disability on Mobile Devices,2020,Português,Springer International Publishing,"['Correia, Walter', 'MACEDO, JEFTE', 'Marcelo Penha', 'QUINTINO, JONYSBERG', 'Pellegrini, Fernanda', 'ANJOS, MARCELO', 'FLORENTIN, FABIANA', 'SANTOS, ANDRE', 'DA SILVA, FABIO Q. B.']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",['3'],7163984389899288,Marcelo Penha,Penha,"PENHA, M.;PENHA, Marcelo;Penha, Marcelo;Penha, M.;PENHA, MARCELO;Marcelo Penha;MARCELO PENHA",São Paulo,SP,"Mestre em Design pela UFPE (2012), Especialista (Lato Sensu) em Educação a Distância pelo SENAC (2008) e Bacharel em Desenho Industrial com Habilitação em Projeto do Produto pela UFPE (1998). Atuou como Pesquisador na área de Acessibilidade Móvel no Projeto CIn/Samsung (2015-2020) e Professor nos cursos de Design Gráfico, Design de Moda, Publicidade e Propaganda e Jornalismo na Faculdade IBRATEC, UNIFAVIP e UniFG. Atualmente é Professor do Bacharelado em Design e do Mestrado Profissional em Design da CESAR School.",21-12-2022,CESAR School,https://orcid.org/0000-0003-4438-1709
Desmistificando a adoção de Learning Analytics: um guia conciso sobre ferramentas e instrumentos,2020,Português,"Sociedade Brasileira de Computação, 2020","['FREITAS, ELYDA', 'Taciana Pontual da Rocha Falcão', 'Rafael Ferreira Leite de Mello']","['1', '2', '3']",['3'],6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
Folksonomia,2011,Português,Editora Campus,"['Silvio Romero de Lemos Meira', 'Edeilson Milhomem da Silva', 'Ricardo Araújo Costa', 'Paulyne Matthews Jucá']","['1', '2', '3', '4']",['3'],6775275551657099,Ricardo Araújo Costa,Costa,"COSTA, R. A.;COSTA, RICARDO A.",Recife,PE,,24-06-2021,,
Digital Poetry Circuit: Methodology for Cultural Applications with AR in Public Spaces,2021,Português,Springer International Publishing,"['Barros, Vladimir', 'Oliveira, Eduardo', 'Luiz Francisco Alves de Araujo']","['1', '2', '3']",['3'],4137898857225049,Luiz Francisco Alves de Araujo,Araujo,"ARAUJO, Luiz Francisco A.;ARAÚJO, L.;de Araújo, Luiz F.;Luiz F. de Araújo;Araújo, Luiz",São Paulo,SP,"É doutorando em Design pela Universidade Federal de Pernambuco na área de artefatos digitais, possui mestrado (2015) e graduação em Design 1994) pela mesma instituição. É coordenador do curso de Bacharelado em Design da CESAR School e também atua como coordenador do curso de especialização em Design de Interação para Artefatos Digitais na mesma instituição. Atuou como coordenador do Curso Técnico de Nível Médio de Multimídia/Artes para Jogos Digitais na Escola Técnica Estadual Cícero Dias - Programa NAVE,  e também coordenou a especialização em Design de Interação na Faculdade Guararapes. &amp;#10;Dentro do Programa NAVE coordenou orientou mais de 60 projetos de jogos e artefatos digitais que somam mais de 800.000 downloads nas lojas do Google Play e Microsoft Store, muitos destes projetos foram premiados em eventos como: Festival de Jogos Independentes do SBGames; competições de hackathon da Microsoft; Technovation Challenge; Concurso INOVApps do Ministério das Comunicações; dentre outros. Coordenou também projetos de animações selecionados e premiados em diversos festivais nacionais e internacionais como o Anima Mundi,  Festival Pequeno Cineasta, Mostra Geração - Festival do Rio, I.N.S.A.N.E. Festival, Grenada Aftergow e Fayette Film Fest.&amp;#10;Trabalhou mais de 18 anos na área de comunicação e design para várias empresas e instituições destacando projetos como: o livro/ações ?Comedoria Popular?, patrocinado pelo Fundo Pernambucano de Incentivo à Cultura - FUNCULTURA; &amp;quot;Direito do Consumidor nas Ruas&amp;quot; da ADECCON, financiado pelo Ministério da Justiça; projeto DVD-ROM da &amp;quot;Sala especial Paulo Bruscky&amp;quot; para Bienal de Artes de São Paulo 2004, projeto patrocinado pelo Centro Cultural Brasil Alemanha - CCBA e Consulado Alemão.",10-09-2021,Centro de Estudos e Sistemas Avançados do Recife,https://orcid.org/0000-0002-4610-6586
Novos modelos de negócio do jornalismo pernambucano diante das Indústrias Criativas,2018,Português,Editora FI,"['Maria Carolina Maia Monteiro', 'Dario Brito Rocha Júnior', 'Denny Anderson Farias Costa', 'João Guilherme de Melo Peixoto', 'Luiz Carlos Pinto da Costa Júnior']","['1', '2', '3', '4', '5']",['3'],3539280723617206,Denny Anderson Farias Costa,Costa,"COSTA, D. A. F.;A. F. COSTA, D.;A. F. COSTA, DENNY",Recife,PE,"Mestre em Indústrias Criativas pela Universidade Católica de Pernambuco e graduado em Jornalismo na Universidade Federal de Pernambuco. Tem como áreas de interesse: future studies, design crítico especulativo, mídia ubíqua e pervasiva, experiências ampliadas de comunicação e mobilidade informacional na pós-humanidade. Como projeto de conclusão de curso, escreveu um livro-reportagem com histórias de pessoas que tiveram a vida modificada pela visão. No mestrado, dissertou sobre sistemas de recomendação exercendo curadoria de informação ao microposicionar conteúdos geoetiquetados. Sua experiência profissional vai desde produtor, repórter e âncora em passagens por grandes redações de jornalismo como Rádio CBN, Rádio Globo e TV Globo, com produções para o Jornal Nacional, Fantástico e Globo News. Atua também como sócio e COO de uma agência de marketing digital e mídia de performance. Atualmente é professor no Centro de Estudos e Sistemas Avançados do Recife (CESAR). Enquanto jornalista, conquistou prêmios regionais e nacionais como o Prêmio Cristina Tavares, Prêmio Fecomércio, Prêmio Sebrae e Prêmio Petrobrás de Jornalismo, além de ser finalista do Prêmio CNI de Jornalismo em Brasília.",13-09-2022,,https://orcid.org/0000-0003-2352-6411
Analysis of Improved User Experience When Using AR in Public Spaces,2021,Inglês,Springer International Publishing,"['Barros, Vladimir', 'Oliveira, Eduardo', 'Luiz Francisco Alves de Araujo']","['1', '2', '3']",['3'],4137898857225049,Luiz Francisco Alves de Araujo,Araujo,"ARAUJO, Luiz Francisco A.;ARAÚJO, L.;de Araújo, Luiz F.;Luiz F. de Araújo;Araújo, Luiz",São Paulo,SP,"É doutorando em Design pela Universidade Federal de Pernambuco na área de artefatos digitais, possui mestrado (2015) e graduação em Design 1994) pela mesma instituição. É coordenador do curso de Bacharelado em Design da CESAR School e também atua como coordenador do curso de especialização em Design de Interação para Artefatos Digitais na mesma instituição. Atuou como coordenador do Curso Técnico de Nível Médio de Multimídia/Artes para Jogos Digitais na Escola Técnica Estadual Cícero Dias - Programa NAVE,  e também coordenou a especialização em Design de Interação na Faculdade Guararapes. &amp;#10;Dentro do Programa NAVE coordenou orientou mais de 60 projetos de jogos e artefatos digitais que somam mais de 800.000 downloads nas lojas do Google Play e Microsoft Store, muitos destes projetos foram premiados em eventos como: Festival de Jogos Independentes do SBGames; competições de hackathon da Microsoft; Technovation Challenge; Concurso INOVApps do Ministério das Comunicações; dentre outros. Coordenou também projetos de animações selecionados e premiados em diversos festivais nacionais e internacionais como o Anima Mundi,  Festival Pequeno Cineasta, Mostra Geração - Festival do Rio, I.N.S.A.N.E. Festival, Grenada Aftergow e Fayette Film Fest.&amp;#10;Trabalhou mais de 18 anos na área de comunicação e design para várias empresas e instituições destacando projetos como: o livro/ações ?Comedoria Popular?, patrocinado pelo Fundo Pernambucano de Incentivo à Cultura - FUNCULTURA; &amp;quot;Direito do Consumidor nas Ruas&amp;quot; da ADECCON, financiado pelo Ministério da Justiça; projeto DVD-ROM da &amp;quot;Sala especial Paulo Bruscky&amp;quot; para Bienal de Artes de São Paulo 2004, projeto patrocinado pelo Centro Cultural Brasil Alemanha - CCBA e Consulado Alemão.",10-09-2021,Centro de Estudos e Sistemas Avançados do Recife,https://orcid.org/0000-0002-4610-6586
Aplicação da Inteligência Computacional no Judiciário,2022,Português,FGV,"['André Câmara', 'José Leovigildo Coelho', 'Péricles B. C. de Miranda', 'Rafael Ferreira Leite de Mello']","['1', '2', '3', '4']",['4'],6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
DESENVOLVIMENTO DE TECNOLOGIAS PARA A EDUCAÇÃO MATEMÁTICA AVANÇOS E DESAFIOS,2010,Português,SBEM,"['Franck Bellemain', 'Verônica Gitirana Gomes Ferreira', 'Paula Moreira Baltar Bellemain', 'Juliana Pereira Gonçalves de Andrade Araripe']","['1', '2', '3', '4']",['4'],2998997633579495,Juliana Pereira Gonçalves de Andrade Araripe,Araripe,VAZIO,Recife,PE,"Possui graduação em Licenciatura Plena em Matemática pela Universidade de Pernambuco (2006) e mestrado em Educação Matemática e Tecnológica pelo Programa de Pós Graduação em Educação Matemática e Tecnológica na Universidade Federal de Pernambuco (2010). É Professora Substituta lotada no Departamento de Métodos e Técnicas de Ensino na UFPE e possui interesse processos de aprendizagem matemática suportada pelas tecnologias educacionais, Representação Semiótica, aprendizagem à distância, aprendizagem colaborativa suportada por computador(CSCL), Engenharia de Softwares Educativo, Abordagem Documental e Orquestração Instrumental.",01-02-2016,Universidade Federal de Pernambuco,VAZIO
