TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR,ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
A multi-objective optimization approach for the group formation problem,2020,10.1016/j.eswa.2020.113828,Inglês,EXPERT SYSTEMS WITH APPLICATIONS,A1,0957-4174,"['MIRANDA, PÉRICLES B.C.', 'Rafael Ferreira Leite de Mello', 'NASCIMENTO, ANDRÉ C.A.']","['1', '2', '3']",['2'],-99.0,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
Avaliação de um Modelo de Maturidade para Adoção de Learning Analytics em Instituições de Ensino Superio,2020,10.17398/1695-288x.19.2.101,Português,REVISTA LATINOAMERICANA DE TECNOLOGÍA EDUCATIVA,XX,1695-288X,"['SOARES XAVIER FREITAS, ELYDA LAISA', 'DA FONSECA DE SOUZA, FERNANDO', 'CARDOSO GARCIA, VINICIUS', 'PONTUAL DA ROCHA FALCÃO, TACIANA', 'MOREIRA MARQUES, ELAINE CRISTINA', 'Rafael Ferreira Leite de Mello']","['1', '2', '3', '4', '5', '6']",['6'],-99.0,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
Applications of learning analytics in Latin America,2020,10.1111/bjet.12978,Inglês,British Journal of Educational Technology,XX,1467-8535,"['PONTUAL FALCÃO, TACIANA', 'Rafael Ferreira Leite de Mello', 'LINS RODRIGUES, RODRIGO']","['1', '2', '3']",['2'],2.588,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
Automatic Content Analysis of Online Discussions for Cognitive Presence: A Study of the Generalizability across Educational Contexts,2021,10.1109/TLT.2021.3083178,Português,IEEE Transactions on Learning Technologies,XX,1939-1382,"['NETO, VALTER', 'ROLIM, VITOR', 'CAVALCANTI, ANDERSON PINHEIRO', 'DUEIRE LINS, RAFAEL', 'GASEVIC, DRAGAN', 'Rafael Ferreira Leite de Mello']","['1', '2', '3', '4', '5', '6']",['6'],2.315,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
ImageDataset2Vec: An image dataset embedding for algorithm selection,2021,10.1016/j.eswa.2021.115053,Inglês,EXPERT SYSTEMS WITH APPLICATIONS,A1,0957-4174,"['DIAS, LUCAS V.', 'MIRANDA, PÉRICLES B.C.', 'NASCIMENTO, ANDRÉ C.A.', 'CORDEIRO, FILIPE R.', 'Rafael Ferreira Leite de Mello', 'PRUDÊNCIO, RICARDO B.C.']","['1', '2', '3', '4', '5', '6']",['5'],-99.0,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
Adopting Learning Analytics to Promote Collaboration in Online Discussions Written in Portuguese,2021,10.5281/zenodo.4936893,Português,Computer-Based Learning in Context,XX,2690-1307,"['Máverick André', 'PINHEIRO, ANDERSON', 'Vitor Belarmino Rolim', 'Rafael Dueire Lins', 'FALCÃO, TACIANA PONTUAL', 'Rafael Ferreira Leite de Mello']","['1', '2', '3', '4', '5', '6']",['6'],-99.0,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
Automatic feedback in online learning environments: A systematic literature review,2021,10.1016/j.caeai.2021.100027,Inglês,Computers and Education: Artificial Intelligence,XX,2666-920X,"['CAVALCANTI, ANDERSON PINHEIRO', 'BARBOSA, ARTHUR', 'CARVALHO, RUAN', 'FREITAS, FRED', 'TSAI, YI-SHAN', ""GA?EVI', DRAGAN"", 'Rafael Ferreira Leite de Mello']","['1', '2', '3', '4', '5', '6', '7']",['7'],-99.0,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
Game learning analytics can unpack Escribo play effects in preschool early reading and writing,2021,,Português,Computers and Education Open,XX,2666-5573,"['Gabriel Candidoda Silva', 'Rodrigo Lins Rodrigues', 'Americo N.Amorim', 'Rafael Ferreira Leite de Mello', 'José Oliveira Neto']","['1', '2', '3', '4', '5']",['4'],-99.0,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
Automatic analysis of cognitive presence in online discussions: An approach using deep learning and explainable artificial intelligence,2021,,Português,Computers and Education: Artificial Intelligence,XX,2666-920X,"['Yuanyuan Hu', 'Rafael Ferreira Leite de Mello', 'Dragan Ga?evi&amp;#263;']","['1', '2', '3']",['2'],-99.0,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
Applications of Learning Analytics in High Schools: A Systematic Literature Review,2021,10.3389/frai.2021.737891,Português,Frontiers in Artificial Intelligence,XX,2624-8212,"['SOUSA, ERVERSON B. G. DE', 'ALEXANDRE, BRUNO', 'Rafael Ferreira Leite de Mello', 'PONTUAL FALCÃO, TACIANA', 'VESIN, BOBAN', ""GA?EVI', DRAGAN""]","['1', '2', '3', '4', '5', '6']",['3'],-99.0,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
Toward Automatic Classification of Online Discussion Messages for Social Presence,2022,10.1109/tlt.2022.3150663,Inglês,IEEE Transactions on Learning Technologies,XX,1939-1382,"['ANDRE, MAVERICK', 'Rafael Ferreira Leite de Mello', 'NASCIMENTO, ANDRE', 'DUEIRE LINS, RAFAEL', 'GASEVIC, DRAGAN']","['1', '2', '3', '4', '5']",['2'],2.315,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
Understanding depth of reflective writing in workplace learning assessments using machine learning classification,2022,10.1109/TLT.2022.3162546,Português,IEEE Transactions on Learning Technologies,XX,1939-1382,"['BARTHAKUR, ABHINAVA', 'JOKSIMOVIC, SRECKO', 'KOVANOVIC, VITOMIR', 'Rafael Ferreira Leite de Mello', 'TAYLOR, MEGAN', 'RICHEY, MICHAEL', 'PARDO, ABELARDO']","['1', '2', '3', '4', '5', '6', '7']",['4'],2.315,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
Towards automated content analysis of educational feedback: A multi-language study,2022,10.1016/j.caeai.2022.100059,Inglês,Computers and Education: Artificial Intelligence,XX,2666-920X,"['OSAKWE, IKENNA', 'CHEN, GUANLIANG', 'WHITELOCK-WAINWRIGHT, ALEX', ""G'SEVIC, DRAGAN"", 'PINHEIRO CAVALCANTI, ANDERSON', 'Rafael Ferreira Leite de Mello']","['1', '2', '3', '4', '5', '6']",['6'],-99.0,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
SIPPRO 2.0 - SOFTWARE DE PÓS-PROCESSAMENTO PARA SIMULAÇÃO NUMÉRICA DE CONVERSORES DE ENERGIA DAS ONDAS DO MAR EM ENERGIA ELÉTRICA,2017,,Português,Ciência é minha praia,XX,2525-5843,"['Beatriz Leandro Bonafini', 'Mateus das Neves Gomes']","['1', '2']",['1'],-99.0,6572768680723506,Beatriz Leandro Bonafini,Bonafini,"BONAFINI, B. L.",Paranaguá,PR,Possui graduação em Análise e Desenvolvimento de Sistemas pelo Instituto Federal do Paraná - Campus Paranaguá (2017) e mestrado em Informática pela Universidade Federal do Paraná (2020). Atualmente é doutoranda em tecnologia em saúde na Pontífica Universidade Católica do Paraná.,19-08-2022,Universidade Federal do Paraná,
TWO-DIMENSIONAL GEOMETRIC OPTIMIZATION OF AN OSCILLATING WATER COLUMN CONVERTER IN LABORATORY SCALE,2012,,Inglês,ENGENHARIA TÉRMICA,B5,1676-1790,"['Mateus das Neves Gomes', 'Cristina Dias do Nascimento', 'Beatriz Leandro Bonafini', 'Elizaldo Domingues dos Santos', 'Liércio André Isoldi', 'Luiz Alberto Oliveira Rocha']","['1', '2', '3', '4', '5', '6']",['3'],-99.0,6572768680723506,Beatriz Leandro Bonafini,Bonafini,"BONAFINI, B. L.",Paranaguá,PR,Possui graduação em Análise e Desenvolvimento de Sistemas pelo Instituto Federal do Paraná - Campus Paranaguá (2017) e mestrado em Informática pela Universidade Federal do Paraná (2020). Atualmente é doutoranda em tecnologia em saúde na Pontífica Universidade Católica do Paraná.,19-08-2022,Universidade Federal do Paraná,
DESENVOLVIMENTO DE UMA SOLUÇÃO TECNOLÓGICA EMERGENCIAL PARA SOCIEDADE DE ASSISTÊNCIA AOS NECESSITADOS,2016,,Português,Ciência é minha praia,XX,2525-5843,"['Elaine Mandelli Arns', 'Amanda Majczak Theodoro da Silva', 'Andressa Carla Soares', 'Beatriz Leandro Bonafini', 'Jéssica da Silva', 'Zilceano Fonseca']","['1', '2', '3', '4', '5', '6']",['4'],-99.0,6572768680723506,Beatriz Leandro Bonafini,Bonafini,"BONAFINI, B. L.",Paranaguá,PR,Possui graduação em Análise e Desenvolvimento de Sistemas pelo Instituto Federal do Paraná - Campus Paranaguá (2017) e mestrado em Informática pela Universidade Federal do Paraná (2020). Atualmente é doutoranda em tecnologia em saúde na Pontífica Universidade Católica do Paraná.,19-08-2022,Universidade Federal do Paraná,
LUMINI: ALARME LUMINOSO PARA ESCOLAS COM SUPORTE A SURDOS,2016,,Português,Ciência é minha praia,XX,2525-5843,"['Gil Eduardo', 'Beatriz Leandro Bonafini', 'Eduardo Felipe de Albuquerque Rodrigues', 'Guilherme Chaves Garcia', 'Lourenço Silva Junior', 'Milena Andrea Ramirez', 'Salvaro Filho', 'Zilceano Fonseca']","['1', '2', '3', '4', '5', '6', '7', '8']",['2'],-99.0,6572768680723506,Beatriz Leandro Bonafini,Bonafini,"BONAFINI, B. L.",Paranaguá,PR,Possui graduação em Análise e Desenvolvimento de Sistemas pelo Instituto Federal do Paraná - Campus Paranaguá (2017) e mestrado em Informática pela Universidade Federal do Paraná (2020). Atualmente é doutoranda em tecnologia em saúde na Pontífica Universidade Católica do Paraná.,19-08-2022,Universidade Federal do Paraná,
BLUE EYE DRIVE ? SISTEMA DE VISUALIZAÇÃO DE SONS DE SIRENES E BUZINAS COMO RECURSO À DIREÇÃO DE VEÍCULOS POR DEFICIENTES AUDITIVOS,2016,,Português,Ciência é minha praia,XX,2525-5843,"['Beatriz Leandro Bonafini', 'Patrik Arnoni', 'Rafael Rogora Kawano']","['1', '2', '3']",['1'],-99.0,6572768680723506,Beatriz Leandro Bonafini,Bonafini,"BONAFINI, B. L.",Paranaguá,PR,Possui graduação em Análise e Desenvolvimento de Sistemas pelo Instituto Federal do Paraná - Campus Paranaguá (2017) e mestrado em Informática pela Universidade Federal do Paraná (2020). Atualmente é doutoranda em tecnologia em saúde na Pontífica Universidade Católica do Paraná.,19-08-2022,Universidade Federal do Paraná,
